,State,ID,Material,Taxa,Type,County,Measured,Mea_SE,Norm,Norm_SE,X13C,SiteID,SiteName,Lat,Long,Strat,Context,AMS_Radio,Comment,Reference,Region,Date,Error,Site_Name
58469,Nevada,Beta-217748,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,670,40,680,40,-24.1,26OR3,NA,39.1669,-119.7678,NA,Feature 4 (east),AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,670,40,26OR3
58470,Nevada,Beta-217749,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,640,40,660,40,-23.9,26OR3,NA,39.1669,-119.7678,NA,"Feature 103 L7, pit",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,640,40,26OR3
58471,Nevada,Beta-217753,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,690,40,710,40,-23.5,26OR3,NA,39.1669,-119.7678,NA,"Feature 96 (west) L2, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,690,40,26OR3
58472,Nevada,Beta-217754,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,810,40,800,40,-25.6,26OR3,NA,39.1669,-119.7678,NA,Feature 7 (west) L1,AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,810,40,26OR3
58473,Nevada,Beta-217755,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,370,40,390,40,-23.8,26OR3,NA,39.1669,-119.7678,NA,"Feature 11 (south) L1, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,370,40,26OR3
58474,Nevada,Beta-217757,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,1170,50,1170,40,-24.9,26OR3,NA,39.1669,-119.7678,NA,"Feature 9.9 (west) L3, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,1170,50,26OR3
58475,Nevada,Beta-217758,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,1750,40,1740,50,-25.7,26OR3,NA,39.1669,-119.7678,NA,"Feature 63 (SE) L2, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,1750,40,26OR3
58476,Nevada,Beta-217759,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,1650,40,1650,40,-24.8,26OR3,NA,39.1669,-119.7678,NA,"Feature 8.2 L3, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,1650,40,26OR3
58477,Nevada,Beta-217760,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,860,40,880,40,-24,26OR3,NA,39.1669,-119.7678,NA,Feature 130 (SE) l2,AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,860,40,26OR3
58478,Nevada,Beta-217761,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,500,40,500,40,-24.8,26OR3,NA,39.1669,-119.7678,NA,Feature 139,AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,500,40,26OR3
58479,Nevada,Beta-217762,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,1710,40,1720,40,-24.2,26OR3,NA,39.1669,-119.7678,NA,Feature 8 (north),AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,1710,40,26OR3
58480,Nevada,Beta-217763,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,820,40,840,40,-24,26OR3,NA,39.1669,-119.7678,NA,Feature 3.4 (west) L2,AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,820,40,26OR3
58481,Nevada,Beta-217764,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,820,40,810,40,-25.7,26OR3,NA,39.1669,-119.7678,NA,Feature 3.20,AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,820,40,26OR3
58482,Nevada,Beta-217765,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,900,40,920,40,-23.6,26OR3,NA,39.1669,-119.7678,NA,"Feature 130.1 L3, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,900,40,26OR3
58483,Nevada,Beta-217766,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,740,40,720,40,-26,26OR3,NA,39.1669,-119.7678,NA,"Feature 95.1 (north) L1, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,740,40,26OR3
58484,Nevada,Beta-217767,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,350,40,340,40,-25.4,26OR3,NA,39.1669,-119.7678,NA,"Feature 95 (NW) L1, house",AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,350,40,26OR3
58485,Nevada,Beta-217768,CHARCOAL,NA,ARCHAEOLOGICAL,Carson City/Ormsby,350,40,390,40,-22.6,26OR3,NA,39.1669,-119.7678,NA,Feature 43 (west) L1,AMS,NA,"Hohmann 2012, Persistnet Places - Persistent Concepts: Excavations at a prehistoric village site…",Basin,350,40,26OR3
59915,Utah,AA-6974,BONE,"Arctodus simus, hydroxyproline",PALEONTOLOGICAL,Sanpete,NA,NA,10870,75,NA,42SN?,Huntington Reservoir,39.373352,-111.575157,NA,Unit D,AMS,NA,Madsen 2000-A high-elevation Allerod-Younger Dryas Megafauna…,Basin,10870,75,Huntington Reservoir
59919,Utah,Beta-28687,WOOD,Picea sp.,GEOLOGICAL,Sanpete,9580,90,NA,NA,NA,42SN?,Huntington Reservoir,39.373352,-111.575157,NA,below a Columbian mammoth skeleton enclosed in glaciolacustrine clay,NA,"One spruce sample from above and one from below mammoth, but not specified which one",Gillette and Madsen 1992: 110; Faunmap 1536,Basin,9580,90,Huntington Reservoir
59921,Utah,NZA-28855,BONE,Arctodus simus,PALEONTOLOGICAL,Sanpete,NA,NA,10976,40,NA,42SN?,Huntington Reservoir,39.373352,-111.575157,NA,NA,AMS,NA,Schubert 2010,Basin,10976,40,Huntington Reservoir
60365,Nevada,UCR-3919/CAMS-69401,BONE,"bear, Arctodus",PALEONTOLOGICAL,Washoe,NA,NA,13820,50,NA,26WA,"Duck Flat, Lake Surprise",39.435433,-114.896275,NA,"Arctodus (short-face bear) encased in tufa, n.west of Gerlach, dates last high stand",AMS,NA,Dansie and Jerrems 2000; Dansie and Jerrems and 2005,Basin,13820,50,"Duck Flat, Lake Surprise"
60366,Nevada,Beta-236439,BONE,bighorn sheep horn,ARCHAEOLOGICAL,Washoe,NA,NA,2700,40,NA,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 3, feature 9 horn on floor (feature 9/14)",AMS,NA,Young and Hildebrant 2017,Basin,2700,40,Fort Sage Drift Fence (Tufa Village)
60367,Nevada,UCR-3795/CAMS-59285,BONE,"bone harpoon, mammoth?",ARCHAEOLOGICAL,Washoe,NA,NA,10340,40,NA,26WA,Pyramid Lake 2392-G-b,39.435433,-114.896275,NA,NA,AMS,NA,Dansie and Jerrems 1999,Basin,10340,40,Pyramid Lake 2392-G-b
60379,Nevada,UCR-3634/CAMS-46957,BONE,dog bone,ARCHAEOLOGICAL,Washoe,NA,NA,2060,40,NA,26WA,Pyramid Lake,39.435433,-114.896275,NA,BS#7-1,AMS,NA,Dansie et al 1998,Basin,2060,40,Pyramid Lake
60380,Nevada,UCR-3508/CAMS-44659,BONE,dog bone,ARCHAEOLOGICAL,Washoe,NA,NA,3630,50,NA,26WA275,Mogoose Cave,39.435433,-114.896275,NA,NA,AMS,NA,Dansie et al 1999,Basin,3630,50,Mogoose Cave
60381,Nevada,UCR-3509/CAMS-44660,BONE,dog bone,ARCHAEOLOGICAL,Washoe,NA,NA,3690,50,NA,26WA275,Mogoose Cave Pyr.Lk.,39.435433,-114.896275,NA,NA,AMS,NA,Dansie et al 1999,Basin,3690,50,Mogoose Cave Pyr.Lk.
60382,Nevada,UCR-351O/CAMS-44661,BONE,dog bone,ARCHAEOLOGICAL,Washoe,NA,NA,3760,50,NA,26WA275,Mogoose Cave,39.435433,-114.896275,NA,NA,AMS,NA,Dansie et al 1999,Basin,3760,50,Mogoose Cave
60383,Nevada,UCR-3631/CAMS-44681,BONE,dog bone,ARCHAEOLOGICAL,Washoe,NA,NA,1410,40,NA,26WA315,Coiled Jug Cave,39.435433,-114.896275,NA,NA,AMS,NA,Dansie et al. 1999,Basin,1410,40,Coiled Jug Cave
60384,Nevada,UCR-3633/CAMS-44682,BONE,dog bone,ARCHAEOLOGICAL,Washoe,NA,NA,730,50,NA,26WA385/BS#25,NA,39.435433,-114.896275,NA,NA,AMS,NA,Dansie et al. 1999,Basin,730,50,26WA385/BS#25
60414,Nevada,UCR-3796/CAMS-59286,BONE,ivory point,ARCHAEOLOGICAL,Washoe,NA,NA,10360,50,NA,26WA,Pyramid Lake 2392-G-a,39.435433,-114.896275,NA,NA,AMS,NA,Dansie and Jerrems 1999,Basin,10360,50,Pyramid Lake 2392-G-a
60415,Nevada,UCR-3780/CAMS-59155,BONE,Shrub Ox maxilla,PALEONTOLOGICAL,Washoe,NA,NA,11950,50,NA,26WA200,Shinners C,39.435433,-114.896275,NA,NA,AMS,NA,Dansie and Jerrems 1999,Basin,11950,50,Shinners C
60417,Nevada,PSUAMS-4467,CHARCOAL,Artemesia,ARCHAEOLOGICAL,Washoe,NA,NA,365,15,-27.2,26WA1502,Hanging Rock Cave,39.435433,-114.896275,NA,Hearth 10,AMS,NA,Rosencrance 2020 personal communication,Basin,365,15,Hanging Rock Cave
60418,Nevada,PSUAMS-4468,CHARCOAL,Artemesia,ARCHAEOLOGICAL,Washoe,NA,NA,3755,35,-27.6,26WA1502,Hanging Rock Cave,39.435433,-114.896275,NA,Hearth 11,AMS,NA,Rosencrance 2020 personal communication,Basin,3755,35,Hanging Rock Cave
60419,Nevada,PSUAMS-4469,CHARCOAL,Artemesia,ARCHAEOLOGICAL,Washoe,NA,NA,8270,35,-27.2,26WA1502,Hanging Rock Cave,39.435433,-114.896275,NA,Hearth 24,AMS,NA,Rosencrance 2019,Basin,8270,35,Hanging Rock Cave
60420,Nevada,PSUAMS-4995,CHARCOAL,Artemesia,ARCHAEOLOGICAL,Washoe,NA,NA,8345,35,NA,26WA1502,Hanging Rock Cave,39.435433,-114.896275,NA,Hearth 24,AMS,NA,Rosencrance 2019,Basin,8345,35,Hanging Rock Cave
60421,Nevada,Beta-311805,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,1360,30,NA,26WA4251,NA,39.435433,-114.896275,NA,"Locus A, CU 6",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,1360,30,26WA4251
60422,Nevada,Beta-311803,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,1260,30,NA,26WA5086,NA,39.435433,-114.896275,NA,CU 5,NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,1260,30,26WA5086
60423,Nevada,Beta-311806,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,1640,70,NA,26WA839,NA,39.435433,-114.896275,NA,"CU 2, Feature 1",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,1640,70,26WA839
60424,Nevada,Beta-304855,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,620,30,NA,26WA8621,NA,39.435433,-114.896275,NA,"Locus A, CU 5, Feature 1, flot 150",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,620,30,26WA8621
60425,Nevada,Beta-304856,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,2000,30,NA,26WA8621,NA,39.435433,-114.896275,NA,"Locus A, CU 6, flot 152",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,2000,30,26WA8621
60426,Nevada,Beta-304857,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,2070,30,NA,26WA8621,NA,39.435433,-114.896275,NA,"Locus A, CU 6, column sample, flot 154",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,2070,30,26WA8621
60427,Nevada,Beta-332843,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,2560,30,NA,26WA8621,NA,39.435433,-114.896275,NA,"Locus A, CU 6",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,2560,30,26WA8621
60428,Nevada,Beta-311804,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,6340,30,NA,26WA8704,NA,39.435433,-114.896275,NA,"Locus B, CU 2",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,6340,30,26WA8704
60429,Nevada,Beta-304852,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,2210,30,NA,26WA8740,NA,39.435433,-114.896275,NA,"CU 10, Feature 1",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,2210,30,26WA8740
60430,Nevada,Beta-304849,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,610,30,NA,26WA8766,NA,39.435433,-114.896275,NA,"Locus NL, Shovel Probe SP5 & 23, Feature 1",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,610,30,26WA8766
60431,Nevada,Beta-304850,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,2040,30,NA,26WA8766,NA,39.435433,-114.896275,NA,"Locus K, CU 20, Feature 6, flot 141, 1 of 2 from same Feature?",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,2040,30,26WA8766
60432,Nevada,Beta-304851,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,3000,30,NA,26WA8766,NA,39.435433,-114.896275,NA,"Locus K, CU 16, Feature 6, flot 142, 1 of 2 from same Feature?",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,3000,30,26WA8766
60433,Nevada,Beta-304863,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,3440,30,NA,26WA8766,NA,39.435433,-114.896275,NA,"Locus T, Monitoring find, Feature 2",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,3440,30,26WA8766
60434,Nevada,Beta-304853,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,4000,30,NA,26WA8769,NA,39.435433,-114.896275,NA,"Locus A, CU 8, flot 146",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,4000,30,26WA8769
60435,Nevada,Beta-304854,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,4380,30,NA,26WA8769,NA,39.435433,-114.896275,NA,"Locus A, CU 8, flot 149",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,4380,30,26WA8769
60436,Nevada,Beta-349960,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,110,30,NA,26WA8820,NA,39.435433,-114.896275,NA,"CU 1, Feature 1",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,110,30,26WA8820
60437,Nevada,Beta-304865,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,4040,30,NA,26WA9052,NA,39.435433,-114.896275,NA,"Locus B, CU 3, Feature 1, flot 182",NA,NA,"Hildebrandt et al. 2010a and 2010b, FWARG, Inc.",Basin,4040,30,26WA9052
60438,Nevada,Beta-311807,CHARCOAL,Charcoal from a flotation sample,ARCHAEOLOGICAL,Washoe,NA,NA,160,30,NA,26WA9052,NA,39.435433,-114.896275,NA,"Locus A, CU 8",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,160,30,26WA9052
60440,Nevada,Beta-75978,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,930,60,NA,26WA,"Wildcat Spring, WC-5",39.435433,-114.896275,NA,"TU-4, inside small rock ring/blind",NA,NA,"Kolvet, Renee C. C. 1995: ""Beyond the Valley Floor: Upland Adaptation in the Buffalo Hills of Northwestern Nevada."" University of Nevada, Reno.",Basin,930,60,"Wildcat Spring, WC-5"
60441,Nevada,WSU-1960,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,290,90,NA,NA,NA,26WA1014-I,Marble  Dam Burial,39.435433,-114.896275,NA,house floor,RADIOMETRIC,NA,Tuohy 1990,Basin,290,90,Marble  Dam Burial
60442,Nevada,SI-3430,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,1090,65,NA,NA,NA,26WA1020,Pyramid Lake,39.435433,-114.896275,NA,"Pit Structure II, Fire Pit III, upper Stratum II, micro-level V",RADIOMETRIC,NA,"Tuohy and Clark 1979, Tuohy 1969, Tuohy 1988",Basin,1090,65,Pyramid Lake
60443,Nevada,Tx-1390,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,330,60,NA,NA,NA,26WA1435,Thompson,39.435433,-114.896275,NA,"hearth, feature 1, on unconformity between soil III and unit G, with no direct cultural association",RADIOMETRIC,NA,Elston and Davis 1972,Basin,330,60,Thompson
60446,Nevada,Beta-25118,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,470,80,NA,NA,NA,26WA1486,Alexander Lake,39.435433,-114.896275,NA,NA,RADIOMETRIC,NA,Burke and Clay 1988,Basin,470,80,Alexander Lake
60447,Nevada,Beta-25967,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,120,60,NA,NA,NA,26WA1486,Alexander Lake,39.435433,-114.896275,NA,26Wa1486,RADIOMETRIC,NA,Burke and Clay 1988,Basin,120,60,Alexander Lake
60449,Nevada,Beta-48633,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,990,100,NA,NA,NA,26WA1488-1489,Reno,39.435433,-114.896275,NA,NA,NA,NA,Burke and Clay 1988,Basin,990,100,Reno
60450,Nevada,?,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,2980,40,NA,26WA1606,NA,39.435433,-114.896275,NA,NA,NA,NA,Thomas Alta Toquima database,Basin,2980,40,26WA1606
60451,Nevada,?,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,3140,40,NA,26WA1606,NA,39.435433,-114.896275,NA,NA,NA,NA,Thomas Alta Toquima database,Basin,3140,40,26WA1606
60452,Nevada,?,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,4030,40,NA,26WA1606,NA,39.435433,-114.896275,NA,NA,NA,NA,Thomas Alta Toquima database,Basin,4030,40,26WA1606
60453,Nevada,Beta-90322,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,1380,100,NA,26WA1609,Pah Rah Uplands,39.435433,-114.896275,NA,"Locus D, Feature 2",NA,NA,McGuire 2002,Basin,1380,100,Pah Rah Uplands
60455,Nevada,WSU-1961,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,940,80,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 8",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,940,80,Truckee Meadows
60457,Nevada,WSU-1963,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,880,80,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 9",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,880,80,Truckee Meadows
60459,Nevada,WSU-1965,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,1535,80,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 2a",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,1535,80,Truckee Meadows
60462,Nevada,WSU-1968,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,797,100,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 11",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,797,100,Truckee Meadows
60464,Nevada,WSU-1970,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,540,75,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 19b",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,540,75,Truckee Meadows
60465,Nevada,WSU-1971,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,1375,60,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 6",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,1375,60,Truckee Meadows
60468,Nevada,WSU-1974,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,880,70,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 14",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,880,70,Truckee Meadows
60470,Nevada,WSU-1976,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,680,70,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 16",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,680,70,Truckee Meadows
60471,Nevada,WSU-1977,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,1100,80,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 17",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,1100,80,Truckee Meadows
60472,Nevada,WSU-1978,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,1145,50,NA,NA,NA,26WA1697,Truckee Meadows,39.435433,-114.896275,C Level,"C Level, A12 horizon, Feature 23",RADIOMETRIC,NA,Metranga and DeBunch 1993; Turner 1993,Basin,1145,50,Truckee Meadows
60473,Nevada,Beta-153167,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,820,100,NA,26WA174,Pah Rah/Hungry Valley,39.435433,-114.896275,NA,Pit Feature 2,NA,NA,McGuire et al. 2000,Basin,820,100,Pah Rah/Hungry Valley
60474,Nevada,Beta-194164,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,690,70,NA,26WA203,NA,39.435433,-114.896275,NA,fire pit,NA,NA,Ataman and Quinlan 2007,Basin,690,70,26WA203
60475,Nevada,Beta-194165,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,240,70,NA,26WA204,NA,39.435433,-114.896275,NA,formal Hearth,NA,NA,Ataman and Quinlan 2007,Basin,240,70,26WA204
60476,Nevada,Tx-3069,CHARCOAL,NA,GEOLOGICAL,Washoe,40,50,NA,NA,NA,26WA2065,Paint Rock Site,39.435433,-114.896275,NA,NA,RADIOMETRIC,NA,Texas lab database,Basin,40,50,Paint Rock Site
60477,Nevada,Beta-230701,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,1590,40,NA,26WA2460,Honey Lk/Ft Sage,39.435433,-114.896275,NA,"Locus 3, Feature 1 Hearth",NA,NA,"Young, Hildebrandt, Neidig, and Shar 2009: ""From Fish Springs to Dry Valley: Archaeological Investigations on the Vidler Water Project Corridor, Washoe County, Nevada."" Report Number CRR3-2237-8. Far Western Anthropological Research Group, Inc., Davis, Ca",Basin,1590,40,Honey Lk/Ft Sage
60478,Nevada,Beta-230702,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,3260,40,-21,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 3, feature 3, floor",AMS,NA,Young and Hildebrant 2017,Basin,3260,40,Fort Sage Drift Fence (Tufa Village)
60479,Nevada,Beta-230703,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,2910,40,-25.1,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 3, feature 4 floor",AMS,NA,Young and Hildebrant 2017,Basin,2910,40,Fort Sage Drift Fence (Tufa Village)
60480,Nevada,Beta-230704,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,960,40,-23.6,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 3, feature 8 hearth",AMS,NA,Young and Hildebrant 2017,Basin,960,40,Fort Sage Drift Fence (Tufa Village)
60481,Nevada,Beta-230705,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,NA,NA,3430,40,-26.7,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 3, feature 10/15 hearth",AMS,NA,Young and Hildebrant 2017,Basin,3430,40,Fort Sage Drift Fence (Tufa Village)
60482,Nevada,Beta-230706,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,3210,40,3170,40,-27.6,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 3, feature 10 floor",AMS,NA,Young and Hildebrant 2017,Basin,3210,40,Fort Sage Drift Fence (Tufa Village)
60483,Nevada,Beta-230707,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,3550,40,3530,40,-26.1,26WA2460,Fort Sage Drift Fence (Tufa Village),39.435433,-114.896275,NA,"Locus 1, N1/E54",AMS,NA,Young and Hildebrant 2017,Basin,3550,40,Fort Sage Drift Fence (Tufa Village)
60484,Nevada,Tx-6945,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,780,70,NA,NA,NA,26WA2674,Huffaker Hills,39.435433,-114.896275,NA,26Wa2674,RADIOMETRIC,NA,Burke and Clay 1988; Kautz 1991,Basin,780,70,Huffaker Hills
60485,Nevada,Tx-6946?,CHARCOAL,NA,ARCHAEOLOGICAL,Washoe,1660,70,NA,NA,NA,26WA2674,Huffaker Hills,39.435433,-114.896275,NA,26Wa2674,RADIOMETRIC,NA,Burke and Clay 1988; Kautz 1991,Basin,1660,70,Huffaker Hills
60486,Nevada,Beta-187345,CHARCOAL,NA,NA,Washoe,NA,NA,820,40,-24.5,26WA26893,NA,39.435433,-114.896275,NA,NA,NA,NA,Kautz 2004,Basin,820,40,26WA26893
